"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 04, 2019","9,584.4","9,690.8","9,818.5","9,423.3","4.91K","-1.04%"
"Sep 03, 2019","9,685.1","9,477.2","9,824.0","9,365.2","5.97K","2.19%"
"Sep 02, 2019","9,477.2","8,887.8","9,534.9","8,882.6","4.94K","6.63%"
"Sep 01, 2019","8,887.8","8,755.0","8,950.0","8,700.1","1.61K","1.44%"
"Aug 31, 2019","8,761.3","8,727.1","8,820.0","8,600.5","1.21K","0.40%"
"Aug 30, 2019","8,726.4","8,589.7","8,826.2","8,473.2","3.33K","1.74%"
"Aug 29, 2019","8,577.5","8,780.5","8,780.5","8,434.4","5.10K","-2.36%"
"Aug 28, 2019","8,784.7","9,169.0","9,284.0","8,650.0","4.96K","-4.19%"
"Aug 27, 2019","9,169.0","9,333.9","9,342.8","9,043.1","2.63K","-1.77%"
"Aug 26, 2019","9,333.9","9,111.6","9,561.3","9,111.6","3.65K","2.52%"
"Aug 25, 2019","9,104.8","9,109.8","9,290.0","8,910.0","2.03K","-0.05%"
"Aug 24, 2019","9,109.8","9,338.1","9,362.2","8,900.0","2.42K","-2.44%"
"Aug 23, 2019","9,338.0","9,123.8","9,415.0","9,065.4","3.13K","2.35%"
"Aug 22, 2019","9,123.8","9,140.0","9,241.9","8,818.0","3.87K","-0.18%"
"Aug 21, 2019","9,140.0","9,699.3","9,729.9","8,889.2","6.04K","-5.77%"
"Aug 20, 2019","9,699.3","9,861.5","9,883.0","9,540.1","3.31K","-1.60%"
"Aug 19, 2019","9,856.7","9,308.9","9,865.5","9,271.0","3.86K","5.84%"
"Aug 18, 2019","9,312.9","9,211.4","9,470.9","9,090.8","1.64K","1.10%"
"Aug 17, 2019","9,211.4","9,336.4","9,439.5","9,020.1","2.24K","-1.31%"
"Aug 16, 2019","9,333.7","9,280.0","9,500.1","8,793.6","5.95K","0.58%"
"Aug 15, 2019","9,280.0","8,997.0","9,415.0","8,524.1","9.66K","3.26%"
"Aug 14, 2019","8,986.8","9,723.2","9,723.2","8,906.1","6.79K","-7.61%"
"Aug 13, 2019","9,727.4","10,154.9","10,207.9","9,612.0","4.37K","-4.21%"
"Aug 12, 2019","10,154.9","10,307.6","10,310.0","10,062.0","2.21K","-1.49%"
"Aug 11, 2019","10,308.6","10,097.3","10,342.9","9,932.0","2.18K","2.09%"
"Aug 10, 2019","10,097.3","10,589.2","10,681.9","10,045.0","3.43K","-4.66%"
"Aug 09, 2019","10,590.5","10,711.3","10,761.6","10,411.0","3.96K","-1.19%"
"Aug 08, 2019","10,718.3","10,670.0","10,763.9","10,260.5","4.11K","0.45%"
"Aug 07, 2019","10,670.0","10,228.7","10,810.0","10,137.9","6.36K","4.31%"
"Aug 06, 2019","10,229.1","10,478.7","10,987.4","10,013.1","7.16K","-2.38%"
"Aug 05, 2019","10,478.7","9,870.4","10,650.0","9,870.4","7.06K","6.16%"
"Aug 04, 2019","9,870.4","9,720.2","9,958.9","9,463.1","2.70K","1.54%"
"Aug 03, 2019","9,720.3","9,472.6","9,813.3","9,457.5","2.34K","2.61%"
"Aug 02, 2019","9,472.6","9,379.1","9,598.7","9,315.0","3.99K","1.00%"
"Aug 01, 2019","9,379.1","9,107.7","9,443.9","8,935.7","4.26K","3.06%"
"Jul 31, 2019","9,100.4","8,593.3","9,110.0","8,578.5","5.31K","5.90%"
"Jul 30, 2019","8,593.3","8,521.5","8,727.3","8,418.1","3.99K","0.84%"
"Jul 29, 2019","8,521.5","8,578.3","8,734.6","8,434.0","5.30K","-0.65%"
"Jul 28, 2019","8,577.5","8,521.8","8,635.8","8,225.9","2.50K","0.82%"
"Jul 27, 2019","8,508.0","8,846.2","9,165.0","8,401.0","4.92K","-3.83%"
"Jul 26, 2019","8,846.5","8,878.0","8,890.0","8,675.5","3.86K","-0.27%"
"Jul 25, 2019","8,870.1","8,780.0","9,146.7","8,753.4","3.81K","1.03%"
"Jul 24, 2019","8,780.0","8,850.7","8,918.9","8,558.0","6.01K","-0.80%"
"Jul 23, 2019","8,850.7","9,228.9","9,228.9","8,812.3","5.94K","-4.10%"
"Jul 22, 2019","9,228.9","9,448.9","9,536.5","9,002.0","4.76K","-2.33%"
"Jul 21, 2019","9,448.9","9,607.5","9,671.8","9,220.1","3.05K","-1.65%"
"Jul 20, 2019","9,607.5","9,393.1","9,900.0","9,256.1","4.06K","2.26%"
"Jul 19, 2019","9,395.2","9,445.0","9,569.4","9,040.0","5.76K","-0.53%"
"Jul 18, 2019","9,445.0","8,644.4","9,583.7","8,301.2","9.54K","9.21%"
"Jul 17, 2019","8,648.6","8,404.0","8,905.0","8,102.2","10.58K","2.91%"
"Jul 16, 2019","8,404.0","9,639.1","9,808.7","8,351.6","11.25K","-12.91%"
"Jul 15, 2019","9,650.0","9,456.1","9,848.3","8,801.0","8.43K","2.01%"
"Jul 14, 2019","9,460.0","10,132.2","10,195.0","9,199.0","5.69K","-6.57%"
"Jul 13, 2019","10,125.0","10,484.8","10,514.3","9,613.0","4.63K","-3.43%"
"Jul 12, 2019","10,484.8","10,088.3","10,600.0","9,850.0","5.68K","3.90%"
"Jul 11, 2019","10,091.4","10,760.1","10,760.1","9,800.0","11.62K","-6.21%"
"Jul 10, 2019","10,760.1","11,221.3","11,732.1","10,304.1","13.11K","-4.11%"
"Jul 09, 2019","11,221.3","10,975.0","11,460.7","10,835.8","10.04K","2.24%"
"Jul 08, 2019","10,975.0","10,219.9","11,063.0","10,089.6","7.59K","7.36%"
"Jul 07, 2019","10,222.4","10,017.8","10,337.6","9,856.5","3.76K","2.04%"
"Jul 06, 2019","10,017.8","9,819.9","10,422.0","9,802.6","4.93K","2.23%"
"Jul 05, 2019","9,798.8","9,883.2","10,203.2","9,593.2","7.33K","-1.02%"
"Jul 04, 2019","9,900.0","10,608.8","10,670.0","9,837.7","8.21K","-6.69%"
"Jul 03, 2019","10,609.8","9,589.0","10,643.1","9,589.0","12.63K","10.67%"
"Jul 02, 2019","9,587.1","9,374.3","9,700.0","8,556.0","14.93K","2.27%"
"Jul 01, 2019","9,374.3","9,452.5","9,874.5","8,816.1","12.17K","-0.83%"
"Jun 30, 2019","9,452.5","10,441.4","10,720.0","9,385.0","7.91K","-9.51%"
"Jun 29, 2019","10,445.4","10,876.9","10,877.3","9,950.1","7.19K","-3.97%"
"Jun 28, 2019","10,876.9","9,801.4","10,939.9","9,470.6","12.18K","10.97%"
"Jun 27, 2019","9,801.4","11,127.3","11,386.9","9,056.0","19.63K","-11.91%"
"Jun 26, 2019","11,127.2","10,336.6","12,060.0","10,211.0","22.80K","7.60%"
"Jun 25, 2019","10,340.8","9,668.9","10,378.6","9,653.2","11.17K","6.97%"
"Jun 24, 2019","9,667.1","9,484.7","9,734.8","9,250.9","6.39K","1.92%"
"Jun 23, 2019","9,484.7","9,363.9","9,862.3","9,190.5","5.86K","1.29%"
"Jun 22, 2019","9,363.9","8,970.9","9,881.7","8,726.5","12.33K","4.32%"
"Jun 21, 2019","8,976.4","8,440.0","8,979.6","8,440.0","8.54K","6.28%"
"Jun 20, 2019","8,446.1","8,256.3","8,510.0","8,168.0","5.91K","2.27%"
"Jun 19, 2019","8,258.3","8,109.4","8,289.0","8,061.9","4.09K","1.84%"
"Jun 18, 2019","8,109.4","8,316.0","8,337.4","7,984.6","7.08K","-2.48%"
"Jun 17, 2019","8,316.0","8,007.0","8,442.0","7,998.7","6.88K","3.86%"
"Jun 16, 2019","8,007.0","7,902.3","8,380.2","7,836.5","8.65K","1.32%"
"Jun 15, 2019","7,902.3","7,764.6","7,929.5","7,700.0","3.40K","1.76%"
"Jun 14, 2019","7,765.5","7,311.6","7,797.0","7,270.0","4.27K","6.21%"
"Jun 13, 2019","7,311.6","7,241.6","7,395.0","7,150.0","4.31K","0.97%"
"Jun 12, 2019","7,241.6","6,993.0","7,310.0","6,920.0","5.85K","3.55%"
"Jun 11, 2019","6,993.0","7,088.4","7,119.9","6,804.4","5.03K","-1.35%"
"Jun 10, 2019","7,088.4","6,772.7","7,150.0","6,658.9","6.12K","4.66%"
"Jun 09, 2019","6,772.7","7,015.3","7,035.8","6,667.0","2.95K","-3.46%"
"Jun 08, 2019","7,015.3","7,070.1","7,120.0","6,892.1","2.78K","-0.78%"
"Jun 07, 2019","7,070.1","6,917.7","7,178.0","6,884.0","5.81K","2.24%"
"Jun 06, 2019","6,915.3","6,939.2","7,009.8","6,613.3","5.49K","-0.34%"
"Jun 05, 2019","6,939.2","6,818.4","7,054.3","6,748.7","6.39K","1.66%"
"Jun 04, 2019","6,825.9","7,219.9","7,220.0","6,617.1","10.51K","-5.66%"
"Jun 03, 2019","7,235.8","7,828.0","7,833.4","7,194.4","6.92K","-7.59%"
"Jun 02, 2019","7,829.9","7,665.8","7,911.9","7,660.1","2.30K","2.14%"
"Jun 01, 2019","7,665.8","7,677.8","7,724.1","7,566.7","2.19K","-0.16%"
"May 31, 2019","7,677.8","7,444.8","7,699.0","7,299.4","6.31K","3.11%"
"May 30, 2019","7,446.5","7,781.1","8,140.0","7,221.0","10.94K","-4.30%"
"May 29, 2019","7,781.1","7,808.6","7,869.9","7,565.6","5.47K","-0.37%"
"May 28, 2019","7,809.7","7,844.9","7,882.3","7,642.0","5.26K","-0.45%"
"May 27, 2019","7,844.9","7,804.5","7,990.1","7,739.2","7.26K","0.45%"
"May 26, 2019","7,809.9","7,212.5","7,859.6","7,075.0","8.23K","8.28%"
"May 25, 2019","7,212.5","7,138.3","7,285.1","7,103.6","2.55K","1.03%"
"May 24, 2019","7,139.3","7,045.6","7,300.0","6,975.1","5.53K","1.33%"
"May 23, 2019","7,045.6","6,844.2","7,148.6","6,727.8","6.60K","2.95%"
"May 22, 2019","6,843.6","7,134.7","7,209.9","6,749.0","6.85K","-4.06%"
"May 21, 2019","7,132.9","7,171.2","7,267.3","7,026.0","5.64K","-0.53%"
"May 20, 2019","7,171.2","7,345.2","7,346.0","6,801.1","8.70K","-2.35%"
"May 19, 2019","7,344.0","6,536.2","7,429.9","6,535.0","6.18K","12.36%"
"May 18, 2019","6,536.2","6,598.6","6,738.1","6,499.3","4.13K","-0.98%"
"May 17, 2019","6,600.8","7,050.9","7,099.1","6,077.2","14.65K","-6.38%"
"May 16, 2019","7,050.4","7,312.0","7,456.0","6,877.3","9.17K","-3.58%"
"May 15, 2019","7,312.0","7,125.2","7,389.0","6,993.0","7.12K","2.62%"
"May 14, 2019","7,125.3","6,936.1","7,419.6","6,808.0","13.93K","2.77%"
"May 13, 2019","6,933.0","6,199.6","7,246.9","6,112.5","13.75K","11.82%"
"May 12, 2019","6,200.0","6,323.1","6,743.0","6,002.0","13.25K","-1.98%"
"May 11, 2019","6,325.1","5,651.8","6,555.0","5,645.8","11.19K","11.91%"
"May 10, 2019","5,651.8","5,480.4","5,722.3","5,440.1","7.46K","3.14%"
"May 09, 2019","5,480.0","5,302.1","5,500.0","5,293.8","5.99K","3.35%"
"May 08, 2019","5,302.3","5,137.9","5,338.3","5,075.0","4.41K","3.21%"
"May 07, 2019","5,137.5","5,078.5","5,329.9","5,077.3","6.81K","1.16%"
"May 06, 2019","5,078.5","5,112.3","5,133.2","4,983.2","4.27K","-0.66%"
"May 05, 2019","5,112.3","5,150.4","5,173.4","5,031.9","2.15K","-0.74%"
"May 04, 2019","5,150.4","5,048.1","5,205.0","4,926.0","4.21K","1.94%"
"May 03, 2019","5,052.2","4,822.5","5,183.0","4,804.0","8.87K","4.73%"
"May 02, 2019","4,824.0","4,755.9","4,849.9","4,736.8","3.87K","1.43%"
"May 01, 2019","4,755.9","4,701.6","4,759.9","4,701.6","2.60K","1.15%"
"Apr 30, 2019","4,701.6","4,605.3","4,716.6","4,586.3","4.44K","2.09%"
"Apr 29, 2019","4,605.3","4,628.6","4,654.9","4,558.2","4.00K","-0.50%"
"Apr 28, 2019","4,628.6","4,655.8","4,694.9","4,584.1","1.99K","-0.58%"
"Apr 27, 2019","4,655.8","4,627.2","4,689.8","4,593.7","2.16K","0.62%"
"Apr 26, 2019","4,627.3","4,620.6","4,749.7","4,527.1","7.05K","0.14%"
"Apr 25, 2019","4,620.6","4,886.0","4,959.0","4,500.0","6.71K","-5.43%"
"Apr 24, 2019","4,886.0","4,928.2","5,019.6","4,819.4","6.47K","-0.96%"
"Apr 23, 2019","4,933.6","4,784.6","5,014.5","4,771.5","6.56K","3.11%"
"Apr 22, 2019","4,784.6","4,716.1","4,835.9","4,680.6","2.88K","1.45%"
"Apr 21, 2019","4,716.1","4,735.0","4,752.0","4,653.0","1.50K","-0.40%"
"Apr 20, 2019","4,735.0","4,706.7","4,765.0","4,684.2","1.78K","0.60%"
"Apr 19, 2019","4,706.7","4,699.9","4,764.2","4,630.1","2.69K","0.14%"
"Apr 18, 2019","4,699.9","4,628.1","4,738.9","4,625.6","4.07K","1.55%"
"Apr 17, 2019","4,628.1","4,613.0","4,667.3","4,594.7","3.36K","0.33%"
"Apr 16, 2019","4,613.0","4,461.0","4,640.6","4,450.7","4.96K","3.41%"
"Apr 15, 2019","4,461.0","4,567.0","4,588.7","4,382.8","4.93K","-2.32%"
"Apr 14, 2019","4,567.0","4,500.3","4,587.8","4,452.7","1.87K","1.48%"
"Apr 13, 2019","4,500.3","4,500.0","4,536.8","4,475.2","1.59K","0.01%"
"Apr 12, 2019","4,500.0","4,488.0","4,529.4","4,380.0","4.34K","0.27%"
"Apr 11, 2019","4,488.0","4,728.3","4,746.9","4,417.5","7.23K","-5.08%"
"Apr 10, 2019","4,728.3","4,614.3","4,850.0","4,593.3","6.84K","2.47%"
"Apr 09, 2019","4,614.3","4,692.5","4,702.9","4,581.1","5.09K","-1.67%"
"Apr 08, 2019","4,692.5","4,636.6","4,765.1","4,562.2","6.80K","1.21%"
"Apr 07, 2019","4,636.6","4,500.6","4,698.3","4,488.9","3.27K","3.02%"
"Apr 06, 2019","4,500.6","4,490.5","4,675.0","4,390.0","4.67K","0.22%"
"Apr 05, 2019","4,490.5","4,368.5","4,531.0","4,349.6","5.31K","2.76%"
"Apr 04, 2019","4,369.7","4,423.9","4,508.9","4,244.1","7.81K","-1.25%"
"Apr 03, 2019","4,425.1","4,374.2","4,771.4","4,295.8","13.24K","1.20%"
"Apr 02, 2019","4,372.8","3,697.6","4,565.0","3,692.4","15.62K","18.26%"
"Apr 01, 2019","3,697.5","3,646.2","3,704.7","3,610.3","4.82K","1.41%"
"Mar 31, 2019","3,646.2","3,647.0","3,655.5","3,632.5","1.44K","-0.02%"
"Mar 30, 2019","3,647.0","3,645.1","3,677.7","3,601.1","2.22K","0.05%"
"Mar 29, 2019","3,645.1","3,572.0","3,650.0","3,560.5","4.56K","2.05%"
"Mar 28, 2019","3,572.0","3,576.7","3,582.6","3,548.2","3.21K","-0.13%"
"Mar 27, 2019","3,576.7","3,481.2","3,582.9","3,474.8","4.97K","2.74%"
"Mar 26, 2019","3,481.2","3,458.2","3,484.8","3,442.2","3.58K","0.67%"
"Mar 25, 2019","3,458.2","3,519.9","3,522.8","3,418.7","4.26K","-1.69%"
"Mar 24, 2019","3,517.7","3,527.1","3,527.1","3,492.1","1.47K","-0.27%"
"Mar 23, 2019","3,527.1","3,528.8","3,544.7","3,507.7","1.35K","-0.08%"
"Mar 22, 2019","3,530.1","3,496.0","3,548.2","3,484.6","2.45K","0.97%"
"Mar 21, 2019","3,496.1","3,531.3","3,565.4","3,451.7","3.78K","-1.00%"
"Mar 20, 2019","3,531.3","3,524.6","3,540.2","3,497.1","3.94K","0.18%"
"Mar 19, 2019","3,524.8","3,505.1","3,535.6","3,484.6","3.58K","0.56%"
"Mar 18, 2019","3,505.1","3,501.7","3,543.8","3,466.7","3.78K","0.10%"
"Mar 17, 2019","3,501.7","3,519.7","3,520.0","3,474.0","1.20K","-0.51%"
"Mar 16, 2019","3,519.7","3,443.8","3,557.3","3,441.8","2.91K","2.20%"
"Mar 15, 2019","3,443.8","3,409.0","3,452.5","3,402.6","3.60K","1.02%"
"Mar 14, 2019","3,409.0","3,397.7","3,450.0","3,356.0","4.20K","0.33%"
"Mar 13, 2019","3,397.7","3,425.3","3,430.1","3,390.0","3.98K","-0.81%"
"Mar 12, 2019","3,425.3","3,422.4","3,451.9","3,380.1","3.98K","0.08%"
"Mar 11, 2019","3,422.4","3,472.6","3,480.9","3,401.9","3.62K","-1.44%"
"Mar 10, 2019","3,472.5","3,487.8","3,488.3","3,446.6","1.30K","-0.44%"
"Mar 09, 2019","3,487.8","3,427.5","3,510.0","3,417.9","2.08K","1.76%"
"Mar 08, 2019","3,427.5","3,443.9","3,485.0","3,351.8","3.70K","-0.48%"
"Mar 07, 2019","3,443.9","3,402.8","3,463.5","3,387.0","4.16K","1.21%"
"Mar 06, 2019","3,402.8","3,399.9","3,450.7","3,373.5","3.44K","0.09%"
"Mar 05, 2019","3,399.9","3,269.6","3,427.7","3,261.1","4.74K","4.03%"
"Mar 04, 2019","3,268.2","3,338.4","3,353.7","3,245.2","5.09K","-2.10%"
"Mar 03, 2019","3,338.4","3,361.8","3,367.2","3,317.1","1.37K","-0.63%"
"Mar 02, 2019","3,359.6","3,354.3","3,370.7","3,315.4","1.59K","0.15%"
"Mar 01, 2019","3,354.6","3,340.7","3,381.4","3,336.8","3.31K","0.42%"
"Feb 28, 2019","3,340.7","3,339.5","3,418.0","3,310.3","5.37K","0.04%"
"Feb 27, 2019","3,339.5","3,334.0","3,363.0","3,225.2","5.32K","0.16%"
"Feb 26, 2019","3,334.0","3,363.8","3,372.5","3,321.1","3.92K","-0.89%"
"Feb 25, 2019","3,363.8","3,298.1","3,405.5","3,295.8","5.00K","1.96%"
"Feb 24, 2019","3,299.1","3,629.1","3,690.0","3,290.0","8.83K","-9.09%"
"Feb 23, 2019","3,629.1","3,479.1","3,665.0","3,454.0","5.08K","4.30%"
"Feb 22, 2019","3,479.4","3,437.9","3,488.0","3,430.0","4.53K","1.21%"
"Feb 21, 2019","3,437.9","3,478.5","3,516.3","3,415.6","3.92K","-1.17%"
"Feb 20, 2019","3,478.5","3,436.0","3,492.9","3,415.6","3.96K","1.23%"
"Feb 19, 2019","3,436.2","3,419.8","3,524.9","3,395.9","7.20K","0.48%"
"Feb 18, 2019","3,419.7","3,213.4","3,461.6","3,209.9","8.77K","6.42%"
"Feb 17, 2019","3,213.4","3,177.5","3,246.0","3,159.0","2.35K","1.13%"
"Feb 16, 2019","3,177.5","3,167.3","3,199.7","3,163.7","1.86K","0.32%"
"Feb 15, 2019","3,167.3","3,155.0","3,209.6","3,152.8","4.08K","0.39%"
"Feb 14, 2019","3,155.0","3,179.2","3,187.2","3,150.0","3.40K","-0.76%"
"Feb 13, 2019","3,179.2","3,172.2","3,198.0","3,162.0","3.58K","0.22%"
"Feb 12, 2019","3,172.2","3,186.9","3,198.7","3,152.1","4.06K","-0.46%"
"Feb 11, 2019","3,186.9","3,225.4","3,227.9","3,166.6","3.85K","-1.19%"
"Feb 10, 2019","3,225.4","3,202.6","3,229.0","3,162.3","1.68K","0.71%"
"Feb 09, 2019","3,202.6","3,194.8","3,215.0","3,176.6","2.06K","0.25%"
"Feb 08, 2019","3,194.7","2,962.5","3,269.7","2,950.5","8.26K","7.84%"
"Feb 07, 2019","2,962.5","2,966.0","2,990.0","2,954.0","2.94K","-0.12%"
"Feb 06, 2019","2,966.0","3,008.5","3,021.0","2,930.6","4.93K","-1.41%"
"Feb 05, 2019","3,008.5","2,989.5","3,010.0","2,976.2","3.64K","0.64%"
"Feb 04, 2019","2,989.5","2,983.4","3,000.0","2,963.1","3.59K","0.20%"
"Feb 03, 2019","2,983.5","3,030.6","3,032.3","2,959.4","1.64K","-1.49%"
"Feb 02, 2019","3,028.6","3,001.1","3,044.2","2,982.5","2.14K","0.92%"
"Feb 01, 2019","3,001.1","2,979.1","3,014.1","2,951.5","4.07K","0.75%"
"Jan 31, 2019","2,978.7","2,999.9","3,025.0","2,965.3","3.88K","-0.71%"
"Jan 30, 2019","2,999.9","2,973.4","3,030.3","2,957.4","4.37K","0.89%"
"Jan 29, 2019","2,973.4","3,003.3","3,011.5","2,927.2","4.61K","-1.00%"
"Jan 28, 2019","3,003.3","3,096.6","3,099.7","2,957.3","6.47K","-3.01%"
"Jan 27, 2019","3,096.6","3,126.0","3,130.9","3,051.0","2.22K","-0.94%"
"Jan 26, 2019","3,126.0","3,126.5","3,206.9","3,112.6","2.43K","-0.01%"
"Jan 25, 2019","3,126.4","3,158.7","3,161.1","3,102.3","4.29K","-1.02%"
"Jan 24, 2019","3,158.7","3,126.6","3,181.4","3,104.8","3.53K","1.03%"
"Jan 23, 2019","3,126.6","3,149.4","3,188.1","3,102.6","5.18K","-0.72%"
"Jan 22, 2019","3,149.4","3,112.7","3,175.0","3,032.2","6.45K","1.18%"
"Jan 21, 2019","3,112.7","3,113.8","3,148.7","3,077.4","4.53K","0.07%"
"Jan 20, 2019","3,110.4","3,245.3","3,262.3","3,062.0","4.03K","-4.16%"
"Jan 19, 2019","3,245.3","3,179.9","3,311.6","3,177.1","3.59K","2.06%"
"Jan 18, 2019","3,179.9","3,196.5","3,200.0","3,156.9","4.25K","-0.52%"
"Jan 17, 2019","3,196.5","3,167.8","3,213.3","3,123.7","6.44K","1.00%"
"Jan 16, 2019","3,164.7","3,149.2","3,228.9","3,140.2","5.52K","0.49%"
"Jan 15, 2019","3,149.2","3,197.6","3,214.3","3,119.8","5.36K","-1.51%"
"Jan 14, 2019","3,197.6","3,075.0","3,238.8","3,068.1","7.29K","4.02%"
"Jan 13, 2019","3,074.0","3,168.1","3,188.0","3,052.2","3.52K","-2.97%"
"Jan 12, 2019","3,168.1","3,175.0","3,193.2","3,130.0","2.36K","-0.21%"
"Jan 11, 2019","3,174.8","3,162.7","3,232.2","3,051.0","6.77K","0.38%"
"Jan 10, 2019","3,162.7","3,465.2","3,496.1","3,116.4","10.97K","-8.73%"
"Jan 09, 2019","3,465.2","3,495.6","3,538.8","3,460.4","4.90K","-0.87%"
"Jan 08, 2019","3,495.6","3,498.0","3,591.0","3,452.2","7.37K","-0.07%"
"Jan 07, 2019","3,498.0","3,543.7","3,565.0","3,470.1","5.42K","-1.29%"
"Jan 06, 2019","3,543.7","3,342.7","3,589.0","3,312.7","6.36K","6.01%"
"Jan 05, 2019","3,342.7","3,363.2","3,403.8","3,329.6","3.58K","-0.66%"
"Jan 04, 2019","3,365.0","3,331.6","3,384.0","3,291.9","4.99K","1.00%"
"Jan 03, 2019","3,331.6","3,443.8","3,446.1","3,311.4","5.77K","-3.26%"
"Jan 02, 2019","3,443.8","3,345.0","3,458.0","3,294.1","6.05K","2.95%"
"Jan 01, 2019","3,345.0","3,235.9","3,350.9","3,198.0","4.24K","3.39%"
"Dec 31, 2018","3,235.4","3,365.4","3,372.0","3,201.6","6.18K","-3.86%"
"Dec 30, 2018","3,365.4","3,278.3","3,392.0","3,241.6","4.04K","2.85%"
"Dec 29, 2018","3,272.2","3,416.0","3,457.9","3,260.8","4.48K","-4.21%"
"Dec 28, 2018","3,416.0","3,152.7","3,464.2","3,133.3","7.89K","8.35%"
"Dec 27, 2018","3,152.7","3,358.0","3,382.8","3,128.5","7.20K","-6.11%"
"Dec 26, 2018","3,358.0","3,327.9","3,395.5","3,247.0","3.88K","0.90%"
"Dec 25, 2018","3,327.9","3,545.6","3,553.3","3,235.0","8.53K","-6.14%"
"Dec 24, 2018","3,545.5","3,478.5","3,725.0","3,478.5","11.03K","1.93%"
"Dec 23, 2018","3,478.2","3,508.4","3,583.9","3,453.5","5.56K","-0.83%"
"Dec 22, 2018","3,507.2","3,387.0","3,532.5","3,345.0","5.93K","3.55%"
"Dec 21, 2018","3,387.0","3,559.7","3,630.4","3,320.0","12.83K","-4.85%"
"Dec 20, 2018","3,559.7","3,237.2","3,654.2","3,218.6","15.00K","9.96%"
"Dec 19, 2018","3,237.2","3,231.6","3,454.8","3,209.0","14.70K","0.17%"
"Dec 18, 2018","3,231.6","3,090.4","3,244.0","3,029.4","8.48K","4.57%"
"Dec 17, 2018","3,090.5","2,831.8","3,169.8","2,821.0","11.18K","9.14%"
"Dec 16, 2018","2,831.8","2,820.5","2,889.0","2,817.4","3.41K","0.33%"
"Dec 15, 2018","2,822.6","2,829.4","2,860.4","2,775.0","4.53K","-0.24%"
"Dec 14, 2018","2,829.4","2,877.5","2,909.3","2,780.0","9.36K","-1.67%"
"Dec 13, 2018","2,877.5","3,023.3","3,025.9","2,837.7","7.64K","-4.82%"
"Dec 12, 2018","3,023.3","2,955.7","3,067.8","2,946.6","6.84K","2.12%"
"Dec 11, 2018","2,960.6","3,007.0","3,027.3","2,918.7","6.39K","-1.54%"
"Dec 10, 2018","3,007.0","3,099.9","3,154.4","2,965.9","6.71K","-3.00%"
"Dec 09, 2018","3,100.0","2,989.9","3,200.0","2,970.1","5.75K","3.68%"
"Dec 08, 2018","2,989.9","2,978.7","3,069.0","2,861.9","7.49K","0.37%"
"Dec 07, 2018","2,979.0","3,031.4","3,110.2","2,824.9","18.49K","-1.68%"
"Dec 06, 2018","3,029.9","3,259.3","3,390.2","3,023.1","13.73K","-7.04%"
"Dec 05, 2018","3,259.3","3,448.4","3,457.6","3,250.8","7.56K","-5.48%"
"Dec 04, 2018","3,448.4","3,379.3","3,559.7","3,296.0","6.83K","1.91%"
"Dec 03, 2018","3,383.7","3,622.0","3,634.9","3,312.0","9.31K","-6.57%"
"Dec 02, 2018","3,621.6","3,665.2","3,769.9","3,568.7","5.83K","-1.20%"
"Dec 01, 2018","3,665.5","3,514.9","3,768.5","3,460.0","6.03K","4.28%"
"Nov 30, 2018","3,515.2","3,729.9","3,778.2","3,400.9","10.75K","-5.75%"
"Nov 29, 2018","3,729.7","3,722.9","3,895.0","3,599.0","13.10K","0.18%"
"Nov 28, 2018","3,722.9","3,348.1","3,876.9","3,348.1","17.50K","11.19%"
"Nov 27, 2018","3,348.3","3,291.4","3,395.0","3,161.0","10.91K","1.73%"
"Nov 26, 2018","3,291.4","3,475.1","3,584.1","3,114.6","16.33K","-5.42%"
"Nov 25, 2018","3,479.9","3,336.4","3,623.7","3,050.5","18.19K","4.30%"
"Nov 24, 2018","3,336.4","3,777.0","3,850.0","3,223.3","10.39K","-11.63%"
"Nov 23, 2018","3,775.5","3,736.5","3,836.7","3,594.0","10.23K","1.04%"
"Nov 22, 2018","3,736.5","3,984.3","4,029.9","3,719.8","8.27K","-6.28%"
"Nov 21, 2018","3,986.8","3,831.8","4,053.0","3,705.1","10.89K","3.91%"
"Nov 20, 2018","3,836.8","4,051.8","4,219.0","3,513.8","24.66K","-5.31%"
"Nov 19, 2018","4,051.8","4,867.1","4,868.7","4,000.1","15.98K","-16.75%"
"Nov 18, 2018","4,867.1","4,819.8","4,983.0","4,815.9","2.63K","0.98%"
"Nov 17, 2018","4,819.8","4,821.3","4,847.7","4,772.5","2.07K","0.02%"
"Nov 16, 2018","4,818.9","4,915.6","4,944.6","4,740.9","5.54K","-1.89%"
"Nov 15, 2018","4,911.6","4,981.5","5,007.7","4,617.8","10.39K","-1.41%"
"Nov 14, 2018","4,981.7","5,550.9","5,579.9","4,759.1","13.27K","-10.25%"
"Nov 13, 2018","5,550.9","5,637.0","5,637.0","5,547.2","2.78K","-1.53%"
"Nov 12, 2018","5,637.1","5,612.9","5,658.9","5,612.9","1.86K","0.43%"
"Nov 11, 2018","5,612.9","5,596.8","5,613.0","5,542.2","1.06K","0.29%"
"Nov 10, 2018","5,596.8","5,589.8","5,627.8","5,587.3","0.97K","0.13%"
"Nov 09, 2018","5,589.8","5,634.6","5,653.9","5,562.4","2.86K","-0.71%"
"Nov 08, 2018","5,630.0","5,689.3","5,697.0","5,609.1","2.41K","-1.04%"
"Nov 07, 2018","5,689.3","5,642.9","5,725.0","5,642.9","3.04K","0.82%"
