"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 06, 2018","5,642.9","5,601.0","5,650.0","5,595.8","3.00K","0.75%"
"Nov 05, 2018","5,601.0","5,624.8","5,639.9","5,585.0","2.10K","-0.42%"
"Nov 04, 2018","5,624.8","5,555.8","5,655.3","5,534.0","1.98K","1.24%"
"Nov 03, 2018","5,555.7","5,571.9","5,579.1","5,539.5","1.19K","-0.29%"
"Nov 02, 2018","5,571.9","5,557.1","5,590.6","5,538.4","2.38K","0.27%"
"Nov 01, 2018","5,557.0","5,579.0","5,579.8","5,528.0","2.05K","-0.39%"
"Oct 31, 2018","5,579.0","5,533.4","5,609.6","5,483.1","2.21K","0.82%"
"Oct 30, 2018","5,533.4","5,502.6","5,549.9","5,498.2","1.77K","0.56%"
"Oct 29, 2018","5,502.6","5,631.2","5,639.7","5,454.2","3.85K","-2.28%"
"Oct 28, 2018","5,631.2","5,626.7","5,638.0","5,605.0","0.81K","0.08%"
"Oct 27, 2018","5,626.7","5,616.4","5,635.8","5,602.4","0.82K","0.18%"
"Oct 26, 2018","5,616.4","5,624.2","5,672.4","5,609.4","2.02K","-0.14%"
"Oct 25, 2018","5,624.2","5,628.1","5,640.1","5,581.0","2.11K","-0.08%"
"Oct 24, 2018","5,628.5","5,576.6","5,658.0","5,575.1","2.53K","0.90%"
"Oct 23, 2018","5,578.3","5,592.3","5,599.9","5,560.1","2.57K","-0.25%"
"Oct 22, 2018","5,592.4","5,573.8","5,612.4","5,555.1","2.05K","0.33%"
"Oct 21, 2018","5,573.8","5,576.7","5,620.0","5,566.3","1.10K","-0.14%"
"Oct 20, 2018","5,581.8","5,561.0","5,597.6","5,541.9","0.86K","0.37%"
"Oct 19, 2018","5,561.0","5,581.6","5,593.4","5,547.0","2.47K","-0.37%"
"Oct 18, 2018","5,581.6","5,607.1","5,639.9","5,549.3","2.27K","-0.45%"
"Oct 17, 2018","5,607.1","5,593.8","5,625.4","5,553.9","3.09K","0.24%"
"Oct 16, 2018","5,593.8","5,555.8","5,630.0","5,529.5","3.29K","0.68%"
"Oct 15, 2018","5,555.8","5,357.3","5,845.0","5,330.0","12.61K","3.71%"
"Oct 14, 2018","5,357.3","5,387.0","5,454.5","5,327.4","1.95K","-0.55%"
"Oct 13, 2018","5,387.0","5,376.8","5,404.4","5,357.1","1.36K","0.19%"
"Oct 12, 2018","5,376.8","5,314.7","5,405.8","5,277.8","2.83K","1.16%"
"Oct 11, 2018","5,314.9","5,668.8","5,668.8","5,281.9","8.38K","-6.24%"
"Oct 10, 2018","5,668.8","5,745.0","5,745.0","5,608.0","3.58K","-1.33%"
"Oct 09, 2018","5,745.0","5,757.0","5,779.1","5,730.0","2.09K","-0.21%"
"Oct 08, 2018","5,757.0","5,690.9","5,807.5","5,685.2","3.25K","1.16%"
"Oct 07, 2018","5,690.9","5,691.9","5,712.5","5,626.4","1.74K","-0.02%"
"Oct 06, 2018","5,691.9","5,725.0","5,732.0","5,670.4","1.17K","-0.58%"
"Oct 05, 2018","5,725.0","5,690.9","5,770.9","5,659.4","2.32K","0.60%"
"Oct 04, 2018","5,690.9","5,621.3","5,735.8","5,615.9","2.83K","1.24%"
"Oct 03, 2018","5,621.3","5,628.8","5,644.6","5,530.3","5.33K","-0.20%"
"Oct 02, 2018","5,632.5","5,677.9","5,700.0","5,600.1","2.51K","-0.80%"
"Oct 01, 2018","5,677.9","5,687.0","5,719.0","5,597.3","2.65K","-0.16%"
"Sep 30, 2018","5,687.0","5,668.1","5,716.8","5,612.9","0.74K","0.33%"
"Sep 29, 2018","5,668.1","5,708.9","5,708.9","5,565.6","1.11K","-0.67%"
"Sep 28, 2018","5,706.4","5,745.6","5,848.7","5,629.1","2.10K","-0.56%"
"Sep 27, 2018","5,738.7","5,496.3","5,760.5","5,496.3","3.50K","4.40%"
"Sep 26, 2018","5,496.8","5,472.2","5,572.0","5,425.1","3.18K","0.51%"
"Sep 25, 2018","5,469.0","5,599.7","5,600.2","5,385.0","3.69K","-2.33%"
"Sep 24, 2018","5,599.7","5,691.7","5,708.4","5,574.8","3.94K","-1.67%"
"Sep 23, 2018","5,694.9","5,707.1","5,749.9","5,656.5","1.57K","-0.21%"
"Sep 22, 2018","5,707.1","5,734.4","5,794.8","5,626.8","2.88K","-0.48%"
"Sep 21, 2018","5,734.4","5,514.0","5,766.7","5,512.1","6.77K","4.00%"
"Sep 20, 2018","5,514.0","5,478.2","5,554.7","5,391.0","3.55K","0.75%"
"Sep 19, 2018","5,472.8","5,420.2","5,592.2","5,240.0","4.98K","0.97%"
"Sep 18, 2018","5,420.2","5,359.6","5,452.6","5,329.8","3.53K","1.13%"
"Sep 17, 2018","5,359.6","5,586.9","5,610.0","5,306.0","4.83K","-4.07%"
"Sep 16, 2018","5,586.9","5,605.0","5,605.8","5,490.1","1.31K","-0.32%"
"Sep 15, 2018","5,605.0","5,572.8","5,648.9","5,561.5","1.22K","0.54%"
"Sep 14, 2018","5,575.0","5,556.6","5,629.7","5,463.2","3.87K","0.47%"
"Sep 13, 2018","5,549.0","5,442.1","5,647.0","5,439.3","6.16K","1.97%"
"Sep 12, 2018","5,442.0","5,413.6","5,470.2","5,347.8","3.62K","0.52%"
"Sep 11, 2018","5,413.6","5,439.9","5,522.2","5,325.0","4.11K","-0.48%"
"Sep 10, 2018","5,439.8","5,398.9","5,506.7","5,383.9","3.77K","0.76%"
"Sep 09, 2018","5,398.9","5,363.4","5,580.7","5,330.1","2.75K","0.55%"
"Sep 08, 2018","5,369.2","5,530.6","5,594.6","5,306.2","3.72K","-2.92%"
"Sep 07, 2018","5,530.6","5,599.0","5,620.0","5,430.4","4.88K","-1.22%"
"Sep 06, 2018","5,599.0","5,752.9","5,762.7","5,390.0","10.11K","-2.68%"
"Sep 05, 2018","5,752.9","6,341.6","6,380.7","5,731.0","7.36K","-9.28%"
"Sep 04, 2018","6,341.6","6,243.2","6,389.9","6,228.9","3.19K","1.58%"
"Sep 03, 2018","6,243.2","6,280.9","6,300.0","6,188.6","2.71K","-0.60%"
"Sep 02, 2018","6,280.9","6,178.4","6,321.7","6,130.0","2.86K","1.66%"
"Sep 01, 2018","6,178.4","6,031.2","6,239.0","6,030.2","3.14K","2.44%"
"Aug 31, 2018","6,031.2","5,980.7","6,096.0","5,913.9","3.15K","0.84%"
"Aug 30, 2018","5,980.7","5,999.9","6,023.0","5,819.0","4.26K","-0.30%"
"Aug 29, 2018","5,998.5","6,052.0","6,108.0","5,915.9","3.94K","-0.88%"
"Aug 28, 2018","6,052.0","5,899.0","6,096.0","5,874.8","5.05K","2.49%"
"Aug 27, 2018","5,905.2","5,764.9","5,921.0","5,720.0","3.34K","2.43%"
"Aug 26, 2018","5,764.9","5,789.9","5,824.9","5,659.0","1.87K","-0.43%"
"Aug 25, 2018","5,789.9","5,758.9","5,840.0","5,722.0","2.34K","0.52%"
"Aug 24, 2018","5,760.1","5,652.2","5,784.6","5,565.4","3.17K","1.95%"
"Aug 23, 2018","5,649.9","5,481.2","5,684.5","5,472.4","4.48K","3.11%"
"Aug 22, 2018","5,479.4","5,593.1","5,936.0","5,382.1","7.86K","-2.03%"
"Aug 21, 2018","5,593.1","5,456.6","5,625.0","5,442.3","4.71K","2.50%"
"Aug 20, 2018","5,456.6","5,670.0","5,701.8","5,431.4","4.69K","-3.76%"
"Aug 19, 2018","5,670.0","5,604.3","5,751.7","5,548.3","2.70K","1.17%"
"Aug 18, 2018","5,604.3","5,760.7","5,783.0","5,505.0","3.63K","-2.72%"
"Aug 17, 2018","5,760.8","5,566.0","5,762.4","5,551.2","3.70K","3.50%"
"Aug 16, 2018","5,566.0","5,537.3","5,700.0","5,478.2","4.63K","0.51%"
"Aug 15, 2018","5,537.6","5,461.2","5,852.3","5,455.0","8.28K","1.40%"
"Aug 14, 2018","5,461.2","5,498.0","5,498.8","5,167.0","8.54K","-0.67%"
"Aug 13, 2018","5,498.0","5,544.4","5,760.0","5,402.0","5.98K","-0.84%"
"Aug 12, 2018","5,544.4","5,471.3","5,700.0","5,410.0","4.03K","1.46%"
"Aug 11, 2018","5,464.4","5,395.5","5,688.5","5,273.3","4.40K","1.56%"
"Aug 10, 2018","5,380.3","5,673.8","5,719.4","5,274.1","5.21K","-5.17%"
"Aug 09, 2018","5,673.8","5,412.7","5,750.0","5,356.9","6.33K","4.82%"
"Aug 08, 2018","5,412.7","5,793.6","5,793.6","5,283.0","8.36K","-6.55%"
"Aug 07, 2018","5,792.0","6,003.6","6,159.9","5,758.4","5.95K","-3.52%"
"Aug 06, 2018","6,003.6","6,071.5","6,177.5","5,923.1","3.04K","-1.12%"
"Aug 05, 2018","6,071.5","6,048.5","6,119.6","5,944.4","3.05K","0.38%"
"Aug 04, 2018","6,048.5","6,400.0","6,467.5","5,982.3","4.92K","-5.49%"
"Aug 03, 2018","6,400.0","6,499.1","6,506.2","6,279.6","5.13K","-1.52%"
"Aug 02, 2018","6,499.1","6,499.7","6,600.0","6,400.0","3.16K","-0.00%"
"Aug 01, 2018","6,499.4","6,600.6","6,630.0","6,360.0","6.14K","-1.53%"
"Jul 31, 2018","6,600.6","6,966.6","6,966.6","6,530.0","7.23K","-5.25%"
"Jul 30, 2018","6,966.6","7,041.8","7,088.2","6,703.4","5.54K","-1.07%"
"Jul 29, 2018","7,041.8","7,055.1","7,102.1","6,966.0","1.55K","-0.20%"
"Jul 28, 2018","7,056.2","7,008.7","7,058.8","6,923.9","1.73K","0.68%"
"Jul 27, 2018","7,008.7","6,800.4","7,091.1","6,700.0","5.75K","3.06%"
"Jul 26, 2018","6,800.4","6,954.6","7,121.8","6,733.4","5.91K","-2.22%"
"Jul 25, 2018","6,954.6","7,179.9","7,242.6","6,888.2","5.77K","-3.07%"
"Jul 24, 2018","7,174.8","6,600.5","7,248.0","6,588.0","10.96K","8.70%"
"Jul 23, 2018","6,600.5","6,293.7","6,686.9","6,271.4","6.64K","4.87%"
"Jul 22, 2018","6,293.7","6,297.0","6,442.3","6,240.9","3.07K","-0.05%"
"Jul 21, 2018","6,297.0","6,241.4","6,339.0","6,150.0","2.79K","0.89%"
"Jul 20, 2018","6,241.4","6,409.5","6,581.0","6,205.0","5.82K","-2.62%"
"Jul 19, 2018","6,409.5","6,326.7","6,475.0","6,247.7","3.97K","1.32%"
"Jul 18, 2018","6,326.0","6,261.5","6,499.0","6,226.0","6.53K","1.03%"
"Jul 17, 2018","6,261.5","5,739.0","6,375.4","5,679.5","7.32K","9.09%"
"Jul 16, 2018","5,739.5","5,438.0","5,754.9","5,421.9","6.25K","5.54%"
"Jul 15, 2018","5,438.0","5,353.6","5,479.1","5,333.2","2.99K","1.58%"
"Jul 14, 2018","5,353.6","5,322.1","5,400.5","5,295.7","1.45K","0.59%"
"Jul 13, 2018","5,322.1","5,358.2","5,427.0","5,255.0","4.14K","-0.67%"
"Jul 12, 2018","5,358.2","5,459.8","5,459.9","5,217.5","-","-1.86%"
"Jul 11, 2018","5,459.8","5,372.6","5,460.0","5,359.7","4.16K","1.62%"
"Jul 10, 2018","5,372.6","5,660.6","5,686.5","5,354.6","5.54K","-5.09%"
"Jul 09, 2018","5,660.6","5,702.3","5,779.0","5,633.7","2.80K","-0.79%"
"Jul 08, 2018","5,705.6","5,746.7","5,771.7","5,682.1","2.12K","-0.70%"
"Jul 07, 2018","5,746.0","5,619.3","5,793.4","5,551.9","2.03K","2.25%"
"Jul 06, 2018","5,619.3","5,580.7","5,653.2","5,510.0","2.52K","0.69%"
"Jul 05, 2018","5,580.7","5,649.0","5,745.0","5,532.4","4.06K","-1.21%"
"Jul 04, 2018","5,649.0","5,576.4","5,819.6","5,503.0","3.82K","1.30%"
"Jul 03, 2018","5,576.4","5,686.1","5,726.5","5,530.5","-","-1.93%"
"Jul 02, 2018","5,686.1","5,433.8","5,745.6","5,382.5","0.00K","4.64%"
"Jul 01, 2018","5,433.8","5,457.7","5,496.7","5,355.9","-","-0.48%"
"Jun 30, 2018","5,460.1","5,304.1","5,557.1","5,299.8","3.77K","2.94%"
"Jun 29, 2018","5,304.1","5,058.5","5,388.0","4,976.2","5.31K","4.77%"
"Jun 28, 2018","5,062.8","5,304.8","5,321.0","5,037.1","3.84K","-4.56%"
"Jun 27, 2018","5,304.8","5,212.3","5,335.1","5,161.5","0.00K","1.78%"
"Jun 26, 2018","5,212.2","5,340.0","5,358.0","5,197.3","-","-2.39%"
"Jun 25, 2018","5,340.0","5,274.5","5,422.8","5,210.3","-","1.25%"
"Jun 24, 2018","5,274.1","5,290.8","5,374.4","4,953.5","8.89K","-0.32%"
"Jun 23, 2018","5,290.8","5,208.3","5,367.0","5,145.2","3.38K","1.59%"
"Jun 22, 2018","5,208.2","5,797.6","5,797.6","5,105.0","14.15K","-10.17%"
"Jun 21, 2018","5,797.6","5,837.4","5,875.0","5,767.8","3.13K","-0.68%"
"Jun 20, 2018","5,837.4","5,830.0","5,880.4","5,670.8","4.65K","0.13%"
"Jun 19, 2018","5,830.0","5,765.1","5,922.9","5,735.0","5.24K","1.13%"
"Jun 18, 2018","5,765.1","5,552.7","5,855.3","5,509.2","5.17K","3.83%"
"Jun 17, 2018","5,552.7","5,586.8","5,658.5","5,537.0","1.80K","-0.61%"
"Jun 16, 2018","5,586.8","5,517.0","5,639.7","5,457.0","2.87K","1.29%"
"Jun 15, 2018","5,515.6","5,746.6","5,759.2","5,500.0","6.01K","-4.02%"
"Jun 14, 2018","5,746.6","5,339.9","5,790.0","5,321.6","-","7.63%"
"Jun 13, 2018","5,339.3","5,585.0","5,637.3","5,250.0","10.06K","-4.40%"
"Jun 12, 2018","5,585.0","5,855.3","5,855.3","5,500.0","6.35K","-4.62%"
"Jun 11, 2018","5,855.3","5,758.5","5,880.0","5,640.0","6.90K","1.68%"
"Jun 10, 2018","5,758.5","6,376.9","6,377.0","5,671.1","-","-9.70%"
"Jun 09, 2018","6,376.9","6,474.0","6,525.0","6,359.0","1.77K","-1.52%"
"Jun 08, 2018","6,475.0","6,512.7","6,522.6","6,415.6","2.27K","-0.58%"
"Jun 07, 2018","6,512.7","6,499.4","6,578.1","6,465.5","3.03K","0.21%"
"Jun 06, 2018","6,499.3","6,506.7","6,542.9","6,367.7","4.30K","-0.09%"
"Jun 05, 2018","6,505.3","6,406.3","6,537.7","6,311.1","0.00K","1.51%"
"Jun 04, 2018","6,408.4","6,605.4","6,637.6","6,359.9","4.16K","-2.99%"
"Jun 03, 2018","6,605.8","6,539.1","6,650.0","6,487.9","-","1.02%"
"Jun 02, 2018","6,539.1","6,436.0","6,592.0","6,380.8","3.09K","1.61%"
"Jun 01, 2018","6,435.8","6,399.9","6,498.0","6,300.1","3.47K","0.56%"
"May 31, 2018","6,399.9","6,334.0","6,502.3","6,302.5","4.03K","1.02%"
"May 30, 2018","6,335.3","6,464.4","6,549.9","6,250.0","4.60K","-1.93%"
"May 29, 2018","6,460.0","6,105.4","6,529.7","6,066.7","8.11K","5.81%"
"May 28, 2018","6,105.4","6,268.0","6,340.0","6,069.7","4.96K","-2.59%"
"May 27, 2018","6,268.0","6,289.7","6,343.0","6,201.0","2.62K","-0.35%"
"May 26, 2018","6,289.7","6,414.0","6,546.8","6,258.6","3.02K","-1.94%"
"May 25, 2018","6,414.0","6,472.6","6,540.6","6,266.7","5.30K","-0.91%"
"May 24, 2018","6,472.6","6,413.3","6,605.9","6,186.1","7.30K","0.92%"
"May 23, 2018","6,413.3","6,785.0","6,819.1","6,377.3","8.86K","-5.48%"
"May 22, 2018","6,785.0","7,124.5","7,128.9","6,755.6","5.39K","-4.79%"
"May 21, 2018","7,126.2","7,235.4","7,299.0","7,060.1","3.82K","-1.51%"
"May 20, 2018","7,235.4","6,988.6","7,290.9","6,945.0","2.87K","3.47%"
"May 19, 2018","6,992.5","6,999.0","7,134.4","6,940.2","2.58K","-0.09%"
"May 18, 2018","6,999.0","6,844.1","7,033.2","6,722.9","-","2.26%"
"May 17, 2018","6,844.1","7,060.3","7,163.3","6,770.5","5.34K","-3.13%"
"May 16, 2018","7,065.0","7,167.3","7,183.3","6,870.5","6.64K","-1.43%"
"May 15, 2018","7,167.3","7,264.0","7,417.5","7,114.4","4.95K","-1.33%"
"May 14, 2018","7,264.0","7,271.1","7,433.0","6,919.8","7.18K","-0.11%"
"May 13, 2018","7,272.0","7,095.0","7,342.1","6,975.2","4.47K","2.52%"
"May 12, 2018","7,093.0","7,035.0","7,239.6","6,881.9","6.27K","0.87%"
